Student_ID,Score
N00001243,72
N00001244,88
N00001245,76
N00001246,76
N00001247,68
N00001248,72
N00001249,52
N00001250,76
N00001251,84
N00001252,76
N00001253,80
N00001254,68
N00001255,64
N00001256,96
N00001257,76
N00001258,76
N00001259,72
N00001260,68
N00001261,60
N00001262,76
N00001263,84
N00001264,68
N00001265,60
N00001266,68
N00001267,76
N00001268,84
N00001269,64
N00001270,84
N00001271,88
N00001272,56
N00001273,80
N00001274,88
N00001275,88
N00001276,76
N00001277,76
N00001278,84
N00001279,76
N00001280,76
N00001281,84
N00001282,80
N00001283,64
N00001284,76
N00001285,72
N00001286,64
N00001287,96
N00001288,88
N00001289,84
N00001290,88
N00001291,76
N00001292,84
N00001293,76
N00001294,84
N00001295,68
N00001296,80
N00001297,84
N00001298,96
N00001299,84
N00001300,80
N00001301,84
N00001302,80
N00001303,76
N00001304,72
N00001305,100
N00001306,76
N00001307,84
N00001308,76
N00001309,68
N00001310,72
N00001311,88
N00001312,76
N00001313,64
N00001314,88
N00001315,80
N00001316,88
N00001317,84
N00001318,88
N00001319,80
N00001320,84
N00001321,72
N00001322,76
N00001323,80
N00001324,72
N00001325,68
N00001326,80
N00001327,68
N00001328,76
N00001329,84
N00001330,76
N00001331,80
N00001332,76
N00001333,84
N00001334,80
N00001335,60
N00001336,84
N00001337,80
N00001338,80
N00001339,64
N00001340,80
N00001341,80
N00001342,88
N00001343,64
N00001344,84
N00001345,72
N00001346,84
N00001347,72
N00001348,68
N00001349,84
N00001350,72
N00001351,80
N00001352,84
N00001353,76
N00001354,80
N00001355,76
N00001356,84
N00001357,84
N00001358,76
N00001359,84
N00001360,88
N00001361,72
N00001362,64
N00001363,80
N00001364,64
N00001365,80
N00001366,76
N00001367,84
N00001368,76
N00001369,76
N00001370,56
N00001371,72
N00001372,64
N00001373,84
N00001374,88
N00001375,68
N00001376,84
N00001377,96
N00001378,84
N00001379,64
N00001380,84
N00001381,88
N00001382,84
N00001383,84
N00001384,80
N00001385,80
N00001386,72
N00001387,76
N00001388,84
N00001389,68
N00001390,80
N00001391,84
N00001392,76
N00001393,68
N00001394,76
N00001395,84
N00001396,76
N00001397,76
N00001398,88
N00001399,80
N00001400,68
N00001401,76
N00001402,88
N00001403,72
N00001404,88
N00001405,80
N00001406,80
N00001407,80
N00001408,84
N00001409,80
N00001410,80
N00001411,76
N00001412,84
N00001413,76
N00001414,76
N00001415,88
N00001416,60
N00001417,92
N00001418,84
N00001419,88
N00001420,84
N00001421,68
N00001422,88
N00001423,76
N00001424,68
N00001425,68
N00001426,84
N00001427,72
N00001428,92
N00001429,76
N00001430,68
N00001431,84
N00001432,72
N00001433,72
N00001434,76
N00001435,80
N00001436,84
N00001437,84
N00001438,72
N00001439,68
N00001440,80
N00001441,68
N00001442,64
N00001443,72
N00001444,88
N00001445,88
N00001446,80
N00001447,76
N00001448,76
N00001449,60
N00001450,72
N00001451,84
N00001452,80
N00001453,76
N00001454,56
N00001455,84
N00001456,76
N00001457,88
N00001458,64
N00001459,76
N00001460,84
N00001461,88
N00001462,80
N00001463,72
N00001464,80
N00001465,80
N00001466,84
N00001467,96
N00001468,64
N00001469,80
N00001470,80
N00001471,80
N00001472,88
N00001473,72
N00001474,64
N00001475,80
N00001476,88
N00001477,76
N00001478,76
N00001479,88
N00001480,84
N00001481,84
N00001482,84
N00001483,88
N00001484,80
N00001485,92
N00001486,76
N00001487,88
N00001488,92
N00001489,80
N00001490,72
N00001491,76
N00001492,60
N00001493,84
N00001494,72
N00001495,84
N00001496,88
N00001497,68
N00001498,88
N00001499,68
N00001500,80
N00001501,60
N00001502,88
N00001503,80
N00001504,72
N00001505,72
N00001506,72
N00001507,88
N00001508,72
N00001509,92
N00001510,80
N00001511,88
N00001512,76
N00001513,76
N00001514,72
N00001515,88
N00001516,72
N00001517,72
N00001518,68
N00001519,76
N00001520,88
N00001521,92
N00001522,88
N00001523,76
N00001524,64
N00001525,92
N00001526,76
N00001527,80
N00001528,76
N00001529,72
N00001530,72
N00001531,80
N00001532,80
N00001533,80
N00001534,92
N00001535,92
N00001536,80
N00001537,80
N00001538,88
N00001539,76
N00001540,76
N00001541,68
N00001542,84
N00001543,88
N00001544,88
N00001545,80
N00001546,76
N00001547,76
N00001548,88
N00001549,76
N00001550,76
N00001551,80
N00001552,80
N00001553,88
N00001554,76
N00001555,84
N00001556,76
N00001557,76
N00001558,72
N00001559,76
N00001560,68
N00001561,80
N00001562,76
N00001563,80
N00001564,72
N00001565,68
N00001566,84
N00001567,80
N00001568,88
N00001569,64
N00001570,92
N00001571,68
N00001572,52
N00001573,84
N00001574,68
N00001575,72
N00001576,72
N00001577,72
N00001578,80
N00001579,68
N00001580,92
N00001581,80
N00001582,76
N00001583,84
N00001584,76
N00001585,76
N00001586,88
N00001587,72
N00001588,84
N00001589,84
N00001590,68
N00001591,80
N00001592,72
N00001593,76
N00001594,60
N00001595,80
N00001596,68
N00001597,76
N00001598,92
N00001599,88
N00001600,76
N00001601,60
N00001602,84
N00001603,80
N00001604,76
N00001605,84
N00001606,92
N00001607,80
N00001608,80
N00001609,80
N00001610,88
N00001611,68
N00001612,84
N00001613,80
N00001614,72
N00001615,84
N00001616,88
N00001617,76
N00001618,80
N00001619,72
N00001620,88
N00001621,88
N00001622,68
N00001623,92
N00001624,76
N00001625,76
N00001626,84
N00001627,76
N00001628,80
N00001629,72
N00001630,80
N00001631,80
N00001632,80
N00001633,84
N00001634,80
N00001635,76
N00001636,72
N00001637,68
N00001638,76
N00001639,84
N00001640,84
